"x","y_less_noise","y_more_noise","y_true"
196,-0.394557684280894,-0.810585491973412,-0.442901925209284
197,-0.502528329121739,-0.460012272598471,-0.440938090475028
198,-0.430109367793602,-0.876930931108334,-0.438965686837246
199,-0.374477442243929,-0.969062011782428,-0.437001286307232
200,-0.461954882859982,-0.353101816790121,-0.435049050545537
201,-0.336606596890288,0.341206138534702,-0.43310446319834
202,-0.528745008560331,-0.600039883000646,-0.43116273800021
203,-0.499485979412649,-0.545206856346855,-0.429227479955259
204,-0.460566231334144,-0.534151986255169,-0.427301541679616
205,-0.289502993855354,-0.738452693343917,-0.425380676758493
206,-0.439984643392952,-0.310792050846059,-0.423470639874274
207,-0.371580728643938,-0.338430758336317,-0.421563423864592
208,-0.451933200296705,-0.832131566665194,-0.419663742245995
209,-0.346322138515003,-0.427073428452869,-0.41778494547487
210,-0.389466421688992,-0.352822190064049,-0.415919128510528
211,-0.350778872227403,0.0050225099367277,-0.414056847564222
212,-0.281444313696725,-0.383957705671174,-0.412180875752108
213,-0.435683154069073,0.0221278560546408,-0.410280128956526
214,-0.348732266814093,-0.536266813417813,-0.408340536077489
215,-0.437667213734162,-0.235286029695099,-0.40636430690637
216,-0.365229457420365,-0.335742860097589,-0.404361018327302
217,-0.357073771843248,-0.67878562598091,-0.4023361462371
218,-0.288711442910325,-0.333221305175509,-0.400288296626531
219,-0.251797614803536,0.0406207219926317,-0.398218619843624
220,-0.394205416923392,-0.0575782036884724,-0.396126386686689
221,-0.377982234841345,0.149123398681649,-0.394006737941211
222,-0.33079495678781,-1.09906452608391,-0.391850684065567
223,-0.355879833761183,-0.758800164796175,-0.389653661856448
224,-0.444289455056662,-0.411934049855033,-0.387413210052184
225,-0.428690168603209,-0.0922628225710424,-0.385129127465849
226,-0.399481073336343,0.0898032285124469,-0.382808573682472
227,-0.427618575940522,-0.450537323873754,-0.380447131622578
228,-0.489798031826348,0.282133570387438,-0.378048219903432
229,-0.344085631038409,-0.521857811640353,-0.375623309566653
230,-0.380956821560465,-0.497140646351527,-0.373190780909564
231,-0.310875136522183,0.263380227641476,-0.370754381081432
232,-0.37629687846795,-0.550100681321013,-0.368330163218812
233,-0.302749235022274,-1.05400853132038,-0.365932170814137
234,-0.511385298501877,-0.998174783906062,-0.363563607830124
235,-0.505417471118004,-0.32909290301641,-0.361225933540432
236,-0.348073099560847,-0.516472920941807,-0.35892603809562
237,-0.347346022800142,-0.342891164723773,-0.356686573832401
238,-0.365829241897975,-1.05390821819663,-0.354521133555809
239,-0.232111642693383,-0.341388183463979,-0.352437214168379
240,-0.231732354441403,-0.741851496155152,-0.350428292318929
241,-0.226961128613206,-0.725530326315347,-0.34847993174027
242,-0.373615177767587,-0.50208570153141,-0.34658338655508
243,-0.349785238318539,-0.0175230659661219,-0.34472284786129
244,-0.575580054334337,-0.220196839949454,-0.342881920095407
245,-0.277354175617695,-0.127995028800581,-0.341055625281926
246,-0.385697971268125,-0.55251639954605,-0.339245051934968
247,-0.261252173480393,-0.389868629737916,-0.337449385928454
248,-0.413021972573865,-0.0293588910927368,-0.335672523269164
249,-0.328839743416499,0.320144381022979,-0.333921846396312
250,-0.235340383916025,-0.13208695210752,-0.332192697400746
251,-0.308631158351559,-0.890387955846522,-0.330496452314774
252,-0.423027416876506,-0.421900806592151,-0.328844407926216
253,-0.365289181257151,-0.419378853921452,-0.327234233012307
254,-0.214843431077685,-0.455602509146576,-0.325666287578508
255,-0.449466837235556,-0.265049235000547,-0.324146523487611
256,-0.305888079882333,0.279494196096807,-0.322670320951508
257,-0.323284812350929,-0.691758092171157,-0.321240427779512
258,-0.398025763737547,-0.4339508585156,-0.319849966238342
259,-0.293964169079844,-0.076066362429078,-0.318490581597986
260,-0.455427077451873,-0.956579720441691,-0.317155409925732
261,-0.215101402810489,-1.14725728539164,-0.315839305720557
262,-0.249097002073837,-0.488042313329487,-0.314533538134315
263,-0.468393617222068,0.59491757363021,-0.313233969302229
264,-0.568991028552667,0.184151830551589,-0.311935486800079
265,-0.310899263710114,-0.803449051639443,-0.310633080284574
266,-0.377100558543118,-0.574403087130506,-0.309331131104024
267,-0.431957492690108,-0.529476371734044,-0.308036341702363
268,-0.345491466884664,-0.214998649597574,-0.306753496102985
269,-0.233905978780834,-0.751973176263129,-0.305485677905145
270,-0.487280935475281,-0.791036673063869,-0.30424069987644
271,-0.332215479686375,-0.241945826863491,-0.303024836282426
272,-0.314659945279275,-0.274110505180391,-0.301841286134712
273,-0.297419547664761,-0.660281488163565,-0.300682327004944
274,-0.371456895904021,-0.629354772817199,-0.299541867522482
275,-0.177433159534638,-0.250070459465527,-0.298410628596432
276,-0.235198136021951,-0.722158579972667,-0.297284945550594
277,-0.385264743295206,-0.950456018254657,-0.296161588930514
278,-0.38686774058562,-0.600070024543515,-0.295037486911193
279,-0.144195369898218,-0.549260596325887,-0.293917035718513
280,-0.323329479711316,-0.114230723735085,-0.292818208340839
281,-0.183777596754502,-1.1021379528367,-0.291753075096604
282,-0.408654199482701,-0.579994144178934,-0.290718236732247
283,-0.342789462596118,-0.428410111914636,-0.289720414456127
284,-0.404762445331755,0.220781632925316,-0.288757719336902
285,-0.412453818310006,-0.687410580278319,-0.287833610597988
286,-0.320946935055361,-0.120841931578669,-0.286958994512895
287,-0.309948983779486,-0.288412788196048,-0.286129371015765
288,-0.211865322113305,-0.287002020969493,-0.285345227187143
289,-0.298940411113579,-0.595482920618104,-0.284604833370485
290,-0.278828888474606,-1.05072961789181,-0.283899589721429
291,-0.0785463864028525,0.645855027103796,-0.283218625805894
292,-0.385872338600105,-0.144083372441776,-0.282565151886813
293,-0.333450964195187,-0.321410992373999,-0.281936260737212
294,-0.408001902176714,0.28135115743075,-0.281320051596869
295,-0.352001279471497,-0.604505989530433,-0.280708721149381
296,-0.612708057618534,-0.962517127796524,-0.280101137981189
297,-0.298480368655989,0.767298388524604,-0.279483138611633
298,-0.346390224260349,-0.893719402240394,-0.278849419665366
299,-0.337802934462356,-0.749479337947849,-0.278206135898263
300,-0.152770732651219,-0.14861685683243,-0.277558652818063
301,-0.213274167001008,-0.5699855764899,-0.27691352883359
302,-0.250981177982729,-0.484936445424685,-0.276286399451562
303,-0.185395674396084,-0.147502111144032,-0.275683669028707
304,-0.231914875796973,0.112425157021486,-0.275108536634252
305,-0.291247989714664,-0.180548769026438,-0.274561179389248
306,-0.299395470425674,-0.813045311032947,-0.274049700060374
307,-0.300433111031119,0.142986234253044,-0.27357364098101
308,-0.231628720328454,-0.46160442949136,-0.273127050813686
309,-0.145872858512432,-0.142242098312989,-0.272692129483495
310,-0.259173985423395,0.0506171721181869,-0.272254931628006
311,-0.25497286416501,0.370471558950907,-0.271810255718409
312,-0.127645878316858,-0.748952462873849,-0.27134964592393
313,-0.2366588016046,-0.627676916641142,-0.270877895617166
314,-0.137638763139811,0.543835996490726,-0.270403997917814
315,-0.0149699119186464,0.0307668023022688,-0.269924626377569
316,-0.338543014101145,0.191160510786445,-0.269444068622631
317,-0.28412195850836,0.22928411160152,-0.268971308158479
318,-0.176759165057174,0.548732273598717,-0.268510746225445
319,-0.517759464854995,-0.513980297771838,-0.268060769314677
320,-0.151141177576937,-0.00750306212685381,-0.267614477836639
321,-0.324346684717484,2.46776571520835e-05,-0.267170742161897
322,-0.213691123973764,-0.213031287045471,-0.266728240497963
323,-0.267182260628903,-0.113995675716395,-0.266296424642326
324,-0.255319036228926,-0.240451475741125,-0.265896855361812
325,-0.346415345086441,-1.01478063465831,-0.265543631991268
326,-0.161491994145446,-0.627207123273073,-0.265230429242652
327,-0.290380149807032,0.189427870182325,-0.264959374659036
328,-0.324369789943138,-0.846490544332977,-0.264735639290308
329,-0.103152674878513,0.472181696601133,-0.264551436513038
330,-0.240280123247914,-0.0488508610903378,-0.264397941864154
331,-0.332784375033851,-0.199420635931229,-0.264277112095743
332,-0.188096481615071,-0.790381451774259,-0.264184356834429
333,-0.146849882176577,-0.448356576796678,-0.264127755495865
334,-0.155768949645903,-0.729715422173881,-0.264103764846721
335,-0.239889491798074,0.0799541036388468,-0.264106229549137
336,-0.25172064233136,-0.666309093924851,-0.264146976280988
337,-0.214573369748978,0.112254630254525,-0.264222483054714
338,-0.199244856731188,0.189845481388965,-0.264329565615996
339,-0.100561333430937,-0.195697327303418,-0.26448228284543
340,-0.298888078104921,-0.267116007275641,-0.264678011562067
341,-0.389966229342401,-0.662827402275252,-0.264903870107528
342,-0.356230354435914,0.0526033479762823,-0.265157339343915
343,-0.0073158618842501,-0.151770697755887,-0.265455799677075
344,-0.321848453368461,-0.251150255253877,-0.265819186783486
345,-0.134529477738489,-0.70618860463045,-0.266257467769649
346,-0.306298367557276,-0.397244549755206,-0.266761345938944
347,-0.350237201118415,0.39829560390265,-0.267332547480446
348,-0.366710784863403,-0.45531032018653,-0.267956523188043
349,-0.0988684947172251,-1.07598269604194,-0.268625882031692
350,-0.354496633147429,-0.251668995669108,-0.269341325462816
351,-0.211210190838897,-0.477704185992875,-0.270094831803391
352,-0.246624514282114,-0.0288460235614729,-0.270867168859354
353,-0.396954883732968,0.216930961429921,-0.271645254894689
354,-0.391886378249772,-0.570704751873368,-0.272426374165008
355,-0.404328467450484,0.00736011795030261,-0.273200385976312
356,-0.205778245586872,-0.763523733049117,-0.273959547286761
357,-0.323444617625482,-0.0717618354283024,-0.274686332060339
358,-0.239744481533573,-0.403310884756411,-0.275379283423713
359,-0.397764726427555,-0.365066755190254,-0.27604112730345
360,-0.193052599252418,-0.584112347216985,-0.276669089576924
361,-0.305391132496235,-0.475874519836782,-0.277262404914308
362,-0.238688993695948,-0.236494765594085,-0.277831246049495
363,-0.321216289756059,-0.107771267649086,-0.278385593461568
364,-0.409437863787119,-0.438347348590474,-0.27893577733356
365,-0.402665456754496,-1.00781576235877,-0.279480825164667
366,-0.359147898467703,-0.751206739208097,-0.280020369926842
367,-0.28865633602201,-0.421841416111567,-0.280565650854457
368,-0.241892885128804,-0.591521193411079,-0.281132969663469
369,-0.377024767049138,-0.145229994086502,-0.281727087603524
370,-0.34403365393414,0.322528473968304,-0.282343750704418
371,-0.236010039129312,-0.392784759664321,-0.282968533307558
372,-0.312117331375601,-1.00980151074857,-0.283587019874493
373,-0.459526632089245,-0.222622635856478,-0.284197453044024
374,-0.440996268924606,-0.431910882465826,-0.284795671415394
375,-0.39968677825059,0.229663479198377,-0.285375461979781
376,-0.292384288139428,-0.374815352538447,-0.28594486752507
377,-0.01296872418752,0.114637499083363,-0.286504596258116
378,-0.333304919358804,0.509268136220968,-0.287058256707976
379,-0.0984203775695353,-0.473352298073614,-0.287597948431494
380,-0.331567575139931,-0.531594380556452,-0.288131237012532
381,-0.390749810837618,0.0552376768580536,-0.288655867304786
382,-0.49409506043456,-1.13765674119764,-0.289163357087404
383,-0.173074175437726,-0.516271008178194,-0.289644774436116
384,-0.146857472541298,-0.741936132554892,-0.290108245064648
385,-0.201207284663502,-0.377487389083483,-0.290562766512898
386,-0.451561967829254,0.509844201536094,-0.291006346225276
387,-0.333433418867068,-0.374614864727097,-0.291446907403299
388,-0.303885722147105,-0.694540909720271,-0.291882255903654
389,-0.201616833666606,-0.647881607892424,-0.292322507376573
390,-0.293799786499023,-0.650084671604431,-0.292785269959512
391,-0.280522474395274,-1.01422226849292,-0.293272501316594
392,-0.447607269607353,-0.164859666447769,-0.293787734302574
393,-0.308614113438504,-0.617249542126188,-0.294344915220689
394,-0.1344722378118,0.109411298789906,-0.294957999860141
395,-0.576238898212828,-0.663767836426464,-0.295628118037615
396,-0.293844086253129,-0.71343281506531,-0.29636527970985
397,-0.307601773790792,-0.761804592369192,-0.297169642095027
398,-0.405544183516585,-0.656414887410653,-0.298041783063449
399,-0.277172824375547,0.0620914758343099,-0.298980657388477
400,-0.234594896003007,-0.286179240923108,-0.299985650749828
401,-0.144827485734065,0.134173555814382,-0.301050491069219
402,-0.313540272261927,-0.638288891170284,-0.302173335176725
403,-0.259912512022437,-0.464476907523458,-0.303363151842956
404,-0.312320745606274,-0.451752770686354,-0.304622132312821
405,-0.135179169678262,-0.25733845873161,-0.305952103679668
406,-0.225262062577662,0.1259824627594,-0.307356389249557
407,-0.412222556689508,0.463667230897606,-0.308838690169703
408,-0.253748728888272,-0.586171251140253,-0.310410229113884
409,-0.216754840471726,-0.159080253328579,-0.312078426518417
410,-0.406963948706864,0.135027996862666,-0.313835918703852
411,-0.196658699841148,-0.116244341212907,-0.315672631126288
412,-0.407637444976638,-0.140985926901428,-0.317575544227276
413,-0.350744668973008,-0.425722746558954,-0.319541281757307
414,-0.200064201849261,0.448343431007309,-0.321560819358396
415,-0.396007303845223,-0.581685556837723,-0.323629036069878
416,-0.38037332098539,-0.216645105076933,-0.325734417370396
417,-0.240140064003191,-0.486817231792129,-0.327865385841815
418,-0.391541104290624,-0.0520343203668737,-0.330027081741757
419,-0.431038748390601,-0.192264655694118,-0.332222022168101
420,-0.303435621465384,-0.346656164448129,-0.334445394178711
421,-0.270404136485273,-0.790302431045296,-0.33669986794854
422,-0.347789170371917,-0.917689747993774,-0.3389877517629
423,-0.162470663853682,-0.298459393603785,-0.341303494558524
424,-0.397347882095327,-0.496718859217272,-0.343649142131307
425,-0.322537339263554,-0.34788414145582,-0.346039833061095
426,-0.307694105853883,-0.680415368362188,-0.348486407972806
427,-0.330995083333135,-0.50738686399726,-0.350987686881354
428,-0.249625101783687,-0.471702366456932,-0.353532366120075
429,-0.442127688217376,-0.731686012886565,-0.356112208569262
430,-0.393572337645213,-0.269212835104032,-0.358729974054381
431,-0.377505553676323,-0.497818204375668,-0.361383670818977
432,-0.533637823744739,-0.920277659625413,-0.364068133188011
433,-0.491744439364537,-0.406890725263412,-0.366791484738781
434,-0.461417172128143,0.585158097407926,-0.369551916629928
435,-0.338678386899325,0.390514851268534,-0.372352592464627
436,-0.441232899438811,-0.451979532119282,-0.37519201696062
437,-0.478618850080248,-0.105702718234547,-0.378072301464929
438,-0.437771717951664,-0.494802655178538,-0.3810015409989
439,-0.324419219810229,-0.593881600027752,-0.383977297798083
440,-0.404929826354938,-0.0928590519475724,-0.387004609648068
441,-0.128194597722058,0.354293292749572,-0.39007357479224
442,-0.614625802444199,-0.496456679181681,-0.393192746005476
443,-0.493521822428167,-0.158119487164606,-0.396361768672391
444,-0.315149287972563,-0.273891842326955,-0.399575748149028
445,-0.298042253816541,-0.6206088267664,-0.402836753189984
446,-0.426575835427757,-0.522291875968347,-0.406140268255609
447,-0.236411119881893,-1.00278287477437,-0.409486340132263
448,-0.486082978937496,-0.66228584627646,-0.4128780172247
449,-0.392589319180769,0.0211508039658465,-0.416317911473397
450,-0.451012550651549,-0.561432021238502,-0.41981382265248
451,-0.407873281649734,-0.36099868066615,-0.423362558697227
452,-0.362037591638723,-0.423123660267816,-0.426974110016222
453,-0.44563219867227,-0.0369269956203831,-0.430646203658343
454,-0.405704583420507,-0.132854643903804,-0.434383368197645
455,-0.2887683030089,-0.226604186209341,-0.438174481922397
456,-0.368338831471937,-0.456808094616156,-0.442013924464646
457,-0.559269976220911,-0.318084339447498,-0.445902721652924
458,-0.527310930974059,-0.650934621413585,-0.449833847966068
459,-0.608455402288762,-0.362347254465995,-0.453789695854097
460,-0.386448188085808,-0.895495300096681,-0.457759031648302
461,-0.60241982114099,-0.25178077724573,-0.461738111709968
462,-0.30518405611377,-0.722252416904351,-0.465725489605779
463,-0.444426460189599,-0.738330570430627,-0.469708811034294
464,-0.615642282989222,-1.4083207824188,-0.473692256637934
465,-0.520042394883895,-0.553835149582536,-0.477681611525131
466,-0.527819323360476,-0.846670649037841,-0.481679274647925
467,-0.463832577121278,-1.41038031886774,-0.485687689962107
468,-0.669344933229538,-0.836647286125451,-0.48971508106529
469,-0.443479352471781,-0.506958065380125,-0.493770700767379
470,-0.634746934488425,-0.412065340724382,-0.49785318824618
471,-0.532273163907108,-0.0358768726870943,-0.50195910331935
472,-0.596343085697378,-0.889508724293282,-0.506090306163119
473,-0.423260495473692,-0.939751772057239,-0.510262486883501
474,-0.368280256747662,-0.405737199937451,-0.514482149995579
475,-0.570119800448372,-0.496778380499606,-0.518758308756622
476,-0.650601463518369,-1.10876331655814,-0.523095510332642
477,-0.354987717500285,-0.434473876639189,-0.527495233510508
478,-0.551018043131369,-0.696235726770534,-0.531961336222274
479,-0.707677948691638,-0.469178918874873,-0.536486746562513
480,-0.631839276177937,0.0236648278914876,-0.54105994191245
481,-0.422423371773492,-0.423730763776653,-0.545677008033047
482,-0.442691447004107,-0.157675392463377,-0.55034483093826
