COOKIE;Date;Time;Click_order;Webpage
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:05:45;20;cart
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:05:56;21;agb
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:06:13;22;help
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:06:33;23;shelf
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:06:49;24;catalog
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:06:55;25;program
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:06:58;26;product
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:07:26;27;program
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:07:40;28;shelf
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:07:44;29;shelf
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:12:23;30;shelf
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:16:54;31;shelf
00624d8c1e318d44f16ab9e056925cd4;1998-09-10;14:16:54;32;end_session
00fe78e12e29050757850201952c1581;1998-09-22;13:04:33;0;start_session
00fe78e12e29050757850201952c1581;1998-09-22;13:04:33;1;product
00fe78e12e29050757850201952c1581;1998-09-22;13:06:31;2;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:07:19;3;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:07:46;4;product
00fe78e12e29050757850201952c1581;1998-09-22;13:08:23;5;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:12:18;6;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:12:27;7;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:13:22;8;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:13:33;9;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:13:39;10;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:13:51;11;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:20:35;12;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:41:06;13;p_info
00fe78e12e29050757850201952c1581;1998-09-22;13:41:09;14;product
00fe78e12e29050757850201952c1581;1998-09-22;13:41:09;15;end_session
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:22:49;0;start_session
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:22:49;1;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:25:50;2;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:26:48;3;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:27:48;4;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:30:44;5;catalog
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:32:03;6;result
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:32:36;7;program
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:33:30;8;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:34:18;9;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:35:15;10;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:37:04;11;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:38:13;12;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:39:17;13;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:40:14;14;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:40:43;15;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:41:36;16;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:42:38;17;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:43:30;18;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:44:14;19;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:45:34;20;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:46:48;21;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:47:58;22;product
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;11:48:45;23;p_info
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;12:29:18;24;home
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;12:30:09;25;result
014544c160c85bb2a28f8c4f9c1debdb;1999-06-18;12:30:09;26;end_session
015142c94579a068412e37197db502b9;1998-12-17;12:22:22;0;start_session
015142c94579a068412e37197db502b9;1998-12-17;12:22:22;1;program
015142c94579a068412e37197db502b9;1998-12-17;12:27:38;2;program
015142c94579a068412e37197db502b9;1998-12-17;12:28:25;3;product
015142c94579a068412e37197db502b9;1998-12-17;12:28:56;4;p_info
015142c94579a068412e37197db502b9;1998-12-17;12:29:38;5;product
015142c94579a068412e37197db502b9;1998-12-17;12:30:09;6;product
015142c94579a068412e37197db502b9;1998-12-17;12:30:32;7;product
015142c94579a068412e37197db502b9;1998-12-17;13:01:12;8;product
015142c94579a068412e37197db502b9;1998-12-17;13:01:12;9;end_session
01d19a341d62f8cd779cf23551e2e512;1999-01-12;09:31:23;0;start_session
01d19a341d62f8cd779cf23551e2e512;1999-01-12;09:31:23;1;home
01d19a341d62f8cd779cf23551e2e512;1999-01-12;09:31:58;2;login
01d19a341d62f8cd779cf23551e2e512;1999-01-12;09:33:55;3;login
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:13:05;4;logpost
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:13:27;5;catalog
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:14:00;6;program
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:14:14;7;product
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:15:05;8;addcart
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:15:19;9;freeze
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:16:25;10;pay_req
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:19:40;11;pay_res
01d19a341d62f8cd779cf23551e2e512;1999-01-12;10:19:40;12;end_session
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:16:30;0;start_session
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:16:30;1;home
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:16:47;2;login
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:17:18;3;logpost
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:17:30;4;shelf
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:17:40;5;catalog
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:17:46;6;program
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:17:55;7;product
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:18:09;8;addcart
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:18:19;9;freeze
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;16:18:47;10;pay_req
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;17:12:32;11;cart
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;17:12:41;12;shelf
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;17:13:02;13;cart
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;17:13:28;14;freeze
02162c9fb4a5b0ce73ea6fa81b3b439b;1999-02-17;17:13:28;15;end_session
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:38:35;0;start_session
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:38:35;1;program
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:39:04;2;product
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:40:19;3;p_info
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:40:42;4;product
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:41:17;5;p_info
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:41:44;6;product
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:42:15;7;addcart
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:47:46;8;login
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:47:53;9;register
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:51:13;10;regpost
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:52:10;11;cart
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:57:42;12;freeze
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;11:58:25;13;pay_req
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:02:30;14;pay_res
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:10:29;15;pay_req
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:12:06;16;pay_res
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:12:17;17;pay_res
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:25:25;18;modifycart
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:25:49;19;freeze
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:26:05;20;agb
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:28:13;21;pay_req
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:29:30;22;pay_res
024bd52ec86f9b8132c7bd5385967f98;1999-03-22;12:29:30;23;end_session
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:30:59;0;start_session
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:30:59;1;product
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:31:52;2;news
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:37:38;3;fdback
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:52:49;4;catalog
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:53:07;5;program
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:53:26;6;product
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:54:09;7;p_info
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:54:52;8;p_info
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:55:46;9;catalog
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:56:01;10;program
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;10:56:19;11;product
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;11:12:07;12;program
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;11:12:20;13;product
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;11:13:31;14;product
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;11:16:05;15;product
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;11:16:38;16;news
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;11:17:32;17;help
02ca6e0ad7d5bfa6c00e28f5c22ad3ca;1998-10-12;11:17:32;18;end_session
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:03:36;0;start_session
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:03:36;1;logpost
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:03:39;2;shelf
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:03:51;3;login
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:03:54;4;logout
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:42:12;5;home
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:42:18;6;login
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:42:27;7;logpost
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:42:30;8;shelf
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:42:39;9;login
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:42:43;10;logout
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:42:48;11;home
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:43:05;12;program
02d9afae3846b617b7a45fde59098c13;1998-12-02;14:43:08;13;product
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:12:20;14;home
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:12:26;15;login
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:12:59;16;logout
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:13:36;17;shelf
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:13:40;18;login
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:13:53;19;logpost
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:13:55;20;shelf
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:14:35;21;help
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:15:04;22;shelf
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:15:13;23;download
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:29:32;24;home
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:29:36;25;login
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:29:44;26;logpost
02d9afae3846b617b7a45fde59098c13;1998-12-02;15:29:44;27;end_session
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:08:08;0;start_session
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:08:08;1;logpost
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:08:15;2;catalog
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:08:24;3;program
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:08:30;4;product
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:09:12;5;addcart
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:09:27;6;freeze
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:10:55;7;pay_req
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:15:03;8;pay_res
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:30:50;9;home
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:30:54;10;shelf
02f3c83b56f6180681250cd3b79d793f;1998-11-26;15:31:40;11;download
02f3c83b56f6180681250cd3b79d793f;1998-11-26;16:04:26;12;catalog
02f3c83b56f6180681250cd3b79d793f;1998-11-26;16:04:29;13;login
02f3c83b56f6180681250cd3b79d793f;1998-11-26;16:05:48;14;logpost
02f3c83b56f6180681250cd3b79d793f;1998-11-26;16:05:48;15;end_session
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:11:10;0;start_session
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:11:10;1;program
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:11:17;2;product
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:11:39;3;addcart
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:11:55;4;freeze
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:12:04;5;login
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:12:31;6;logpost
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:12:49;7;cart
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:12:59;8;shelf
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:13:10;9;cart
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;21:13:16;10;freeze
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;22:06:05;11;freeze
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;22:25:17;12;program
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;22:25:24;13;product
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;22:26:13;14;addcart
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;22:26:27;15;modifycart
03300a2b0f6c0ab5e1d9af4160279c97;1999-05-06;22:26:27;16;end_session
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;10:19:00;0;start_session
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;10:19:00;1;register
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;10:19:37;2;login
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;10:21:41;3;regpost
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;10:22:21;4;regpost
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;10:23:18;5;regpost
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;11:14:10;6;product
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;11:15:07;7;addcart
03db7f8cefd7613d7fb2b5a0dacee5fe;1999-04-29;11:15:07;8;end_session
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:08:26;0;start_session
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:08:26;1;home
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:08:41;2;program
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:23:41;3;program
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:23:52;4;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:25:10;5;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:25:25;6;program
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:25:35;7;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:51:06;8;home
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:51:07;9;home
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:53:36;10;program
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:53:43;11;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:53:50;12;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:54:44;13;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;17:54:58;14;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:01:16;15;addcart
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:01:37;16;addcart
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:02:15;17;addcart
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:02:23;18;addcart
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:03:18;19;addcart
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:03:32;20;freeze
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:07:07;21;home
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:07:14;22;program
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:07:20;23;program
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:07:24;24;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:07:47;25;p_info
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:08:02;26;p_info
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:10:23;27;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:10:31;28;p_info
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:10:36;29;product
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:10:47;30;addcart
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:10:54;31;freeze
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:11:02;32;login
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:11:11;33;logpost
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:11:18;34;cart
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:11:24;35;freeze
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:11:31;36;pay_req
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:11:51;37;pay_req
040920b7d56aba11ebc64bb879725c1b;1997-12-11;18:11:51;38;end_session
043578af242e9a401657a8ee48264a15;1998-12-28;01:05:38;0;start_session
043578af242e9a401657a8ee48264a15;1998-12-28;01:05:38;1;home
043578af242e9a401657a8ee48264a15;1998-12-28;01:06:27;2;program
043578af242e9a401657a8ee48264a15;1998-12-28;01:06:35;3;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:06:51;4;home
043578af242e9a401657a8ee48264a15;1998-12-28;01:07:02;5;program
043578af242e9a401657a8ee48264a15;1998-12-28;01:07:06;6;home
043578af242e9a401657a8ee48264a15;1998-12-28;01:07:14;7;program
043578af242e9a401657a8ee48264a15;1998-12-28;01:07:24;8;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:07:40;9;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:07:53;10;home
043578af242e9a401657a8ee48264a15;1998-12-28;01:08:03;11;program
043578af242e9a401657a8ee48264a15;1998-12-28;01:08:07;12;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:08:31;13;p_info
043578af242e9a401657a8ee48264a15;1998-12-28;01:08:42;14;p_info
043578af242e9a401657a8ee48264a15;1998-12-28;01:09:12;15;p_info
043578af242e9a401657a8ee48264a15;1998-12-28;01:09:25;16;p_info
043578af242e9a401657a8ee48264a15;1998-12-28;01:09:46;17;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:09:58;18;home
043578af242e9a401657a8ee48264a15;1998-12-28;01:26:21;19;home
043578af242e9a401657a8ee48264a15;1998-12-28;01:26:42;20;program
043578af242e9a401657a8ee48264a15;1998-12-28;01:26:59;21;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:28:36;22;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:43:14;23;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:43:26;24;p_info
043578af242e9a401657a8ee48264a15;1998-12-28;01:45:13;25;product
043578af242e9a401657a8ee48264a15;1998-12-28;01:45:27;26;catalog
043578af242e9a401657a8ee48264a15;1998-12-28;01:45:35;27;program
043578af242e9a401657a8ee48264a15;1998-12-28;01:48:19;28;home
043578af242e9a401657a8ee48264a15;1998-12-28;01:48:19;29;end_session
04dbab508197034d2a8b874e801df394;1999-06-30;19:34:05;0;start_session
04dbab508197034d2a8b874e801df394;1999-06-30;19:34:05;1;home
04dbab508197034d2a8b874e801df394;1999-06-30;19:34:41;2;login
04dbab508197034d2a8b874e801df394;1999-06-30;19:34:55;3;logpost
04dbab508197034d2a8b874e801df394;1999-06-30;19:34:59;4;login
04dbab508197034d2a8b874e801df394;1999-06-30;19:35:15;5;logpost
04dbab508197034d2a8b874e801df394;1999-06-30;19:35:25;6;register
04dbab508197034d2a8b874e801df394;1999-06-30;19:35:58;7;regform
04dbab508197034d2a8b874e801df394;1999-06-30;19:36:06;8;register
04dbab508197034d2a8b874e801df394;1999-06-30;19:36:19;9;cart
04dbab508197034d2a8b874e801df394;1999-06-30;19:36:31;10;help
04dbab508197034d2a8b874e801df394;1999-06-30;19:36:53;11;register
04dbab508197034d2a8b874e801df394;1999-06-30;19:36:59;12;home
04dbab508197034d2a8b874e801df394;1999-06-30;19:37:30;13;result
04dbab508197034d2a8b874e801df394;1999-06-30;19:37:41;14;home
04dbab508197034d2a8b874e801df394;1999-06-30;19:37:51;15;news
04dbab508197034d2a8b874e801df394;1999-06-30;19:38:35;16;home
04dbab508197034d2a8b874e801df394;1999-06-30;19:38:44;17;help
04dbab508197034d2a8b874e801df394;1999-06-30;19:38:51;18;agb
04dbab508197034d2a8b874e801df394;1999-06-30;19:39:19;19;help
04dbab508197034d2a8b874e801df394;1999-06-30;19:40:15;20;home
04dbab508197034d2a8b874e801df394;1999-06-30;19:40:25;21;register
04dbab508197034d2a8b874e801df394;1999-06-30;19:40:37;22;shelf
04dbab508197034d2a8b874e801df394;1999-06-30;19:40:42;23;agb
04dbab508197034d2a8b874e801df394;1999-06-30;20:16:42;24;home
04dbab508197034d2a8b874e801df394;1999-06-30;20:16:42;25;end_session
04ee36127d2c094d02b2c356e9b0c39d;1998-10-23;13:39:26;0;start_session
04ee36127d2c094d02b2c356e9b0c39d;1998-10-23;13:39:26;1;home
04ee36127d2c094d02b2c356e9b0c39d;1998-10-23;13:55:37;2;home
04ee36127d2c094d02b2c356e9b0c39d;1998-10-23;13:55:40;3;catalog
04ee36127d2c094d02b2c356e9b0c39d;1998-10-23;13:55:44;4;program
