TRANS_ID;PRODUCT
460501022596;beer
460501024637;beer
460501026426;beer
460501029786;beer
460501030072;beer
460501031543;beer
460501058663;beer
460501062363;beer
460501062363;beer
460501073161;beer
460501075240;beer
460501080862;beer
460501082217;beer
460501083856;beer
460501088776;beer
460501088776;beer
460501096351;beer
460508011388;beer
460202002699;beer
460202021843;beer
460501002178;beer
460501002727;beer
460501004608;beer
460501004912;beer
460501005148;beer
460501005469;beer
460501006459;beer
460501015253;beer
460501015642;beer
460501015901;beer
460501021377;beer
460501036999;beer
460501036999;beer
460501040729;beer
460501046103;beer
460501056195;beer
460501057581;beer
460501064633;beer
460501067771;beer
460501067771;beer
460501071631;beer
460501072928;beer
460501075455;beer
460501083092;beer
460501085140;beer
460501086574;beer
460501090373;beer
460501093121;beer
460501093411;beer
460501094340;beer
460501096467;beer
460501097723;beer
460501098577;beer
460501099864;beer
460501100003;beer
460508005622;beer
460508012538;beer
460508016697;beer
460202002866;beer
460202021843;beer
460202044712;beer
460501000990;beer
460501001225;beer
460501004240;beer
460501004622;beer
460501006237;beer
460501006480;beer
460501006749;beer
460501013945;beer
460501013945;beer
460501015352;beer
460501017660;beer
460501017691;beer
460501018902;beer
460501021360;beer
460501027386;beer
460501029786;beer
460501030164;beer
460501032809;beer
460501038627;beer
460501043126;beer
460501047643;beer
460501053682;beer
460501058816;beer
460501063049;beer
460501064657;beer
460501064817;beer
460501065579;beer
460501065937;beer
460501067610;beer
460501082415;beer
460501083313;beer
460501086215;beer
460501092612;beer
460501094388;beer
460505000378;beer
460508004618;beer
460202038155;beer
460202039916;beer
460202044019;beer
460202045917;beer
460501000969;beer
460501004240;beer
460501007029;beer
460501011064;beer
460501011262;beer
460501015413;beer
460501015413;beer
460501015949;beer
460501016922;beer
460501018971;beer
460501019275;beer
460501021377;beer
460501025276;beer
460501028345;beer
460501038153;beer
460501041597;beer
460501042785;beer
460501047063;beer
460501047063;beer
460501052548;beer
460501053682;beer
460501054351;beer
460501058984;beer
460501058984;beer
460501059523;beer
460501060833;beer
460501060833;beer
460501061618;beer
460501062585;beer
460501064732;beer
460501077725;beer
460501078456;beer
460501079286;beer
460501085355;beer
460501086598;beer
460501089704;beer
460501092612;beer
460501093084;beer
460501094807;beer
460501096467;beer
460501098737;beer
460501098768;beer
460501098799;beer
460508008869;beer
460512014658;beer
460512014658;beer
460514022873;beer
460514022873;beer
460526000920;beer
460526003945;beer
460501000990;beer
460501002192;beer
460501002727;beer
460501003298;beer
460501003670;beer
460501004622;beer
460501005643;beer
460501006022;beer
460501006459;beer
460501006480;beer
460501009689;beer
460501010555;beer
460501011309;beer
460501012269;beer
460501013204;beer
460501017691;beer
460501018254;beer
460501018964;beer
460501030911;beer
460501031376;beer
460501034025;beer
460501037453;beer
460501046066;beer
460501056508;beer
460501057413;beer
460501064299;beer
460501064817;beer
460501075233;beer
460501075905;beer
460501076704;beer
460501077206;beer
460501082613;beer
460501083436;beer
460501085898;beer
460501088455;beer
460501092612;beer
460501096467;beer
460501096894;beer
460501096917;beer
460501097334;beer
460501098317;beer
460516007502;beer
460526001941;beer
460526014958;beer
460202004402;beer
460202010908;beer
460202010960;beer
460202015095;beer
460202015095;beer
460202029658;beer
460202029658;beer
460202037394;beer
460501001454;beer
460501001454;beer
460501002178;beer
460501002192;beer
460501002864;beer
460501002932;beer
460501003274;beer
460501003984;beer
460501004493;beer
460501004493;beer
460501004608;beer
460501005148;beer
460501005414;beer
460501005469;beer
460501005698;beer
460501005780;beer
460501006480;beer
460501006572;beer
460501006664;beer
460501011293;beer
460501011460;beer
460501012221;beer
460501012528;beer
460501012672;beer
460501013945;beer
460501014140;beer
460501014423;beer
460501014454;beer
460501014485;beer
460501014485;beer
460501015000;beer
460501015642;beer
460501015758;beer
460501016601;beer
460501017691;beer
460501018902;beer
460501018971;beer
460501019589;beer
460501019954;beer
460501022107;beer
460501025825;beer
460501027461;beer
460501027461;beer
460501027935;beer
460501031413;beer
460501031413;beer
460501033813;beer
460501033899;beer
460501035596;beer
460501038207;beer
460501038634;beer
460501041368;beer
460501042020;beer
460501042921;beer
460501044864;beer
460501044994;beer
460501045441;beer
460501046981;beer
460501050599;beer
460501052487;beer
460501054757;beer
460501055693;beer
460501056195;beer
460501058113;beer
460501059219;beer
460501059219;beer
460501059264;beer
460501060017;beer
460501060079;beer
460501060215;beer
460501064176;beer
460501064633;beer
460501065579;beer
460501065623;beer
460501067733;beer
460501068037;beer
460501070436;beer
460501070436;beer
460501073079;beer
460501075240;beer
460501076230;beer
460501076230;beer
460501076230;beer
460501078333;beer
460501078456;beer
460501079606;beer
460501080121;beer
460501082019;beer
460501082491;beer
460501085409;beer
460501086574;beer
460501086598;beer
460501087731;beer
460501090021;beer
460501090229;beer
460501092612;beer
460501093947;beer
460501095682;beer
460501096009;beer
460501096702;beer
460501096955;beer
460501096962;beer
460501096993;beer
460501097174;beer
460501097624;beer
460501098317;beer
460501098744;beer
460501098744;beer
460501099901;beer
460516014241;beer
460516035680;beer
460516035680;beer
460516038865;beer
460526000494;beer
460526001446;beer
460526007257;beer
460526008247;beer
460526019731;beer
460540003747;beer
460202044712;beer
460501001362;beer
460501006749;beer
460501006749;beer
460501006749;beer
460501012269;beer
460501020028;beer
460501023500;beer
460501026426;beer
460501029878;beer
460501035824;beer
460501038320;beer
460501047322;beer
460501056461;beer
460501061618;beer
460501065661;beer
460501075455;beer
460501081593;beer
460501081593;beer
460501083092;beer
460501086765;beer
460501097341;beer
460526018765;beer
460537009196;beer
460539008470;beer
460501000969;beer
460501000969;beer
460501002178;beer
460501004493;beer
460501004493;beer
460501006145;beer
460501006480;beer
460501013945;beer
460501015758;beer
460501015932;beer
460501016922;beer
460501020479;beer
460501021827;beer
460501022688;beer
460501023463;beer
460501024569;beer
460501029151;beer
460501033158;beer
460501033196;beer
460501038207;beer
460501041344;beer
460501041597;beer
460501042501;beer
460501048299;beer
460501058731;beer
460501058946;beer
460501063049;beer
460501064299;beer
460501064633;beer
460501064817;beer
460501069478;beer
460501070719;beer
460501075806;beer
460501079033;beer
460501081173;beer
460501082873;beer
460501082934;beer
460501094982;beer
460501096467;beer
460501096894;beer
460526003310;beer
460501001430;beer
460501002727;beer
460501003489;beer
460501003656;beer
460501003823;beer
460501004240;beer
460501004493;beer
460501004752;beer
460501006343;beer
460501006459;beer
460501006480;beer
460501006664;beer
460501010418;beer
460501010470;beer
460501011309;beer
460501013808;beer
460501013846;beer
460501013945;beer
460501015253;beer
460501015499;beer
460501017691;beer
460501018124;beer
460501018520;beer
460501018971;beer
460501019237;beer
460501019589;beer
460501023500;beer
460501024637;beer
460501026648;beer
460501026921;beer
460501027836;beer
460501032717;beer
460501041597;beer
460501042976;beer
460501042976;beer
460501042976;beer
460501043379;beer
460501044215;beer
460501046325;beer
460501046660;beer
460501046868;beer
460501049777;beer
460501057178;beer
460501057246;beer
460501057413;beer
460501057482;beer
460501058946;beer
460501060680;beer
460501063049;beer
460501070993;beer
460501075097;beer
460501077206;beer
460501082576;beer
460501082675;beer
460501086253;beer
460501090465;beer
460501091233;beer
460501092742;beer
460501093121;beer
460501096047;beer
460501096672;beer
460501097396;beer
460501098317;beer
460501099819;beer
460526000920;beer
460539005448;beer
460202001647;beer
460202020631;beer
460202027074;beer
460202031965;beer
460501000396;beer
460501001805;beer
460501002475;beer
460501002680;beer
460501002727;beer
460501004240;beer
460501004493;beer
460501004714;beer
460501005032;beer
460501005148;beer
460501005643;beer
460501006480;beer
460501007067;beer
460501007678;beer
460501008330;beer
460501009849;beer
460501011163;beer
460501011200;beer
460501011309;beer
460501012696;beer
460501015581;beer
460501015840;beer
460501016267;beer
460501016502;beer
460501017691;beer
460501020981;beer
460501022596;beer
460501022732;beer
460501026792;beer
460501027638;beer
460501027935;beer
460501032717;beer
460501033776;beer
460501058472;beer
460501073031;beer
460501073666;beer
460501080251;beer
460501082460;beer
460501082491;beer
460501085355;beer
460501086574;beer
460501090106;beer
460501091301;beer
460501092612;beer
460501094340;beer
460501094388;beer
460501096412;beer
460501097174;beer
460501098317;beer
460501098768;beer
460501099864;beer
460508007893;beer
460526002436;beer
460526007868;beer
460526008827;beer
460526008896;beer
460202007588;beer
460202013862;beer
460202047249;beer
460202047249;beer
460501002178;beer
460501002192;beer
460501002192;beer
460501003298;beer
460501004493;beer
460501005469;beer
460501006459;beer
460501006732;beer
460501013204;beer
460501014669;beer
460501015536;beer
460501015581;beer
460501017257;beer
460501019466;beer
460501020219;beer
460501022152;beer
460501024163;beer
460501024507;beer
460501029786;beer
460501031031;beer
460501035213;beer
460501036616;beer
460501041429;beer
460501042860;beer
460501045441;beer
460501052388;beer
460501054757;beer
460501056355;beer
460501057789;beer
460501059189;beer
460501062745;beer
460501064299;beer
460501064589;beer
460501067733;beer
460501075967;beer
460501076681;beer
460501078456;beer
460501081173;beer
460501081593;beer
460501083894;beer
460501085140;beer
460501085140;beer
460501086598;beer
460501094203;beer
460501096467;beer
460501097419;beer
460501099307;beer
460503007560;beer
460503007560;beer
460508010879;beer
460508010879;beer
460516002477;beer
460516028545;beer
460526000494;beer
460526003648;beer
460526016549;beer
460539002768;beer
460202002699;beer
460202007588;beer
460202015095;beer
460202015095;beer
460202017709;beer
460501000884;beer
460501000990;beer
460501001454;beer
460501001959;beer
460501002178;beer
460501002437;beer
460501002727;beer
460501002932;beer
460501004240;beer
460501004240;beer
460501004493;beer
460501004608;beer
460501004622;beer
460501004684;beer
460501004950;beer
460501005070;beer
460501005148;beer
460501006343;beer
460501006480;beer
460501006572;beer
460501006985;beer
460501009757;beer
460501010593;beer
460501011101;beer
460501012108;beer
460501012399;beer
460501013808;beer
460501014140;beer
460501014188;beer
460501014317;beer
460501015000;beer
460501015253;beer
460501015352;beer
460501015666;beer
460501015901;beer
460501016434;beer
460501017622;beer
460501017691;beer
460501017776;beer
460501018902;beer
460501018971;beer
460501019282;beer
460501019435;beer
460501019688;beer
460501019954;beer
460501021018;beer
460501021629;beer
460501022107;beer
460501022688;beer
460501023500;beer
460501023982;beer
460501025801;beer
460501027218;beer
460501028574;beer
460501031499;beer
460501033196;beer
460501034025;beer
460501034872;beer
460501035701;beer
460501038207;beer
460501039150;beer
460501041597;beer
460501042921;beer
460501044529;beer
460501044970;beer
460501045441;beer
460501046783;beer
460501047490;beer
460501051404;beer
460501055372;beer
460501057215;beer
460501058663;beer
460501059035;beer
460501059066;beer
460501059714;beer
460501063049;beer
460501063087;beer
460501064299;beer
460501064633;beer
460501064633;beer
460501065579;beer
460501065661;beer
460501067962;beer
460501068907;beer
460501068907;beer
460501068907;beer
460501069478;beer
460501072812;beer
460501075455;beer
460501076704;beer
460501077992;beer
460501079071;beer
460501080770;beer
460501082576;beer
460501082613;beer
460501085058;beer
460501085201;beer
460501085409;beer
460501085751;beer
460501086574;beer
460501086598;beer
460501087793;beer
460501088189;beer
460501090106;beer
460501091622;beer
460501092308;beer
460501092612;beer
460501092629;beer
460501093084;beer
460501093473;beer
460501093527;beer
460501094326;beer
460501094388;beer
460501095804;beer
460501096009;beer
460501096306;beer
460501096702;beer
460501096702;beer
460501096894;beer
460501097174;beer
460501097624;beer
460501098317;beer
460501099024;beer
460508002102;beer
460514028844;beer
460516038865;beer
460526004256;beer
460526004669;beer
460501001362;beer
460501004493;beer
460501004493;beer
460501004806;beer
460501005070;beer
460501006329;beer
460501010968;beer
460501013204;beer
460501013945;beer
460501016922;beer
460501027836;beer
460501044215;beer
460501044543;beer
460501045656;beer
460501051251;beer
460501058229;beer
460501063049;beer
460501064299;beer
460501064299;beer
460501064633;beer
460501065661;beer
460501069393;beer
460501078456;beer
460501084709;beer
460501087908;beer
460501091622;beer
460501093428;beer
460501096603;beer
460501099154;beer
460202027074;beer
460501000969;beer
460501002178;beer
460501004493;beer
460501004493;beer
460501004578;beer
460501005148;beer
460501005148;beer
460501005698;beer
460501006480;beer
460501010968;beer
460501012788;beer
460501015581;beer
460501015833;beer
460501018902;beer
460501022596;beer
460501024637;beer
460501031376;beer
460501038207;beer
460501042921;beer
460501057598;beer
460501059516;beer
460501059813;beer
460501059813;beer
460501060017;beer
460501064299;beer
460501066910;beer
460501067047;beer
460501069478;beer
460501070375;beer
460501075967;beer
460501076667;beer
460501076704;beer
460501076704;beer
460501081272;beer
460501086833;beer
460501086833;beer
460501092612;beer
460501093121;beer
460501094203;beer
460501097341;beer
460501098348;beer
460501098348;beer
460501098348;beer
460501099437;beer
460501099437;beer
460501099659;beer
460516001579;beer
460526007332;beer
460526009039;beer
460526009039;beer
460539007541;beer
460202018331;beer
460202034997;beer
460501002178;beer
460501002390;beer
460501004493;beer
460501004493;beer
460501004493;beer
460501005520;beer
460501005643;beer
460501005797;beer
460501006206;beer
460501006374;beer
460501007029;beer
460501007678;beer
460501011057;beer
460501013945;beer
460501014317;beer
460501014911;beer
460501017851;beer
460501019572;beer
460501021087;beer
460501021353;beer
460501022145;beer
460501022688;beer
460501023500;beer
460501024118;beer
460501024675;beer
460501024873;beer
460501027935;beer
460501031871;beer
460501034025;beer
460501034025;beer
460501039297;beer
460501039655;beer
460501041344;beer
460501041597;beer
460501047032;beer
460501056911;beer
460501058946;beer
460501059264;beer
460501063049;beer
460501064091;beer
460501064091;beer
460501064091;beer
460501065135;beer
460501070726;beer
460501070849;beer
460501079804;beer
460501081173;beer
460501081593;beer
460501082576;beer
460501083627;beer
460501087588;beer
460501091202;beer
460501092292;beer
460501093947;beer
460501096993;beer
460501097419;beer
460501097778;beer
460501097778;beer
460501099048;beer
460501099406;beer
460501101192;beer
460501101529;beer
460501103042;beer
460516001579;beer
460522014815;beer
460526007332;beer
460537009196;beer
460539001242;beer
460539001488;beer
460539003956;beer
460202013572;beer
460202020389;beer
460501000280;beer
460501002192;beer
460501002192;beer
460501002413;beer
460501002444;beer
460501002680;beer
460501002796;beer
460501002796;beer
460501003328;beer
460501003724;beer
460501004066;beer
460501004066;beer
460501004240;beer
460501004493;beer
460501004622;beer
460501005780;beer
460501005797;beer
460501006572;beer
460501008415;beer
460501008996;beer
460501009795;beer
460501012689;beer
460501014294;beer
460501016427;beer
460501016861;beer
460501016991;beer
460501016991;beer
460501017806;beer
460501018964;beer
460501029625;beer
460501030911;beer
460501031154;beer
460501034025;beer
460501034025;beer
460501038238;beer
460501039150;beer
460501039730;beer
460501042839;beer
460501044239;beer
460501047254;beer
460501048299;beer
460501048534;beer
460501050902;beer
460501051671;beer
460501052982;beer
460501053682;beer
460501057178;beer
460501058076;beer
460501060185;beer
460501060697;beer
460501061144;beer
460501062295;beer
460501063049;beer
460501063186;beer
460501064190;beer
460501064299;beer
460501064299;beer
460501070719;beer
460501073161;beer
460501075240;beer
460501075455;beer
460501076704;beer
460501076704;beer
460501078791;beer
460501080770;beer
460501081241;beer
460501082019;beer
460501084402;beer
460501087908;beer
460501089025;beer
460501091622;beer
460501091721;beer
460501092292;beer
460501092612;beer
460501092667;beer
460501093114;beer
460501093121;beer
460501093701;beer
460501093831;beer
460501093978;beer
460501096054;beer
460501096344;beer
460501096467;beer
460501096603;beer
460501096917;beer
460501099550;beer
460501101536;beer
460501102731;beer
460508009903;beer
460514001816;beer
460514022873;beer
460516035680;beer
460516035680;beer
460516035680;beer
460526000562;beer
460526001460;beer
460526014958;beer
460539006483;beer
460202002194;beer
460202017709;beer
460202043739;beer
460501000303;beer
460501000358;beer
460501000358;beer
460501001621;beer
460501002178;beer
460501002437;beer
460501002932;beer
460501003298;beer
460501004080;beer
460501004080;beer
460501004240;beer
460501004493;beer
460501005469;beer
460501006145;beer
460501006480;beer
460501009061;beer
460501010159;beer
460501010951;beer
460501011057;beer
460501011217;beer
460501011811;beer
460501012689;beer
460501012788;beer
460501013204;beer
460501013259;beer
460501014317;beer
460501014904;beer
460501015253;beer
460501015901;beer
460501015949;beer
460501017448;beer
460501017691;beer
460501018841;beer
460501018902;beer
460501026921;beer
460501029496;beer
460501029908;beer
460501034025;beer
460501037286;beer
460501038207;beer
460501039259;beer
460501039952;beer
460501041597;beer
460501044109;beer
460501046066;beer
460501047032;beer
460501048558;beer
460501051107;beer
460501054757;beer
460501058076;beer
460501058984;beer
460501064299;beer
460501064299;beer
460501064633;beer
460501064817;beer
460501069881;beer
460501074519;beer
460501075967;beer
460501076704;beer
460501077121;beer
460501078722;beer
460501079033;beer
460501079033;beer
460501082491;beer
460501082491;beer
460501083436;beer
460501085355;beer
460501092216;beer
460501092292;beer
460501092612;beer
460501097679;beer
460501098744;beer
460501099659;beer
460501102731;beer
460501103042;beer
460501103042;beer
460501103844;beer
460501103875;beer
460508002102;beer
460508016611;beer
460516002477;beer
460516030814;beer
460522013788;beer
460526000241;beer
460526000241;beer
460526001866;beer
460526001941;beer
460526005796;beer
460526009749;beer
460539001488;beer
460539004298;beer
460539004762;beer
460202002194;beer
460202007588;beer
460202029658;beer
460202037394;beer
460202038490;beer
460202038490;beer
460202039015;beer
460202044712;beer
460501000068;beer
460501000136;beer
460501001737;beer
460501002499;beer
460501002932;beer
460501003984;beer
460501004240;beer
460501004493;beer
460501004493;beer
460501004608;beer
460501004622;beer
460501004684;beer
460501005377;beer
460501005636;beer
460501005643;beer
460501005698;beer
460501006480;beer
460501006732;beer
460501008859;beer
460501008996;beer
460501009122;beer
460501009122;beer
460501009122;beer
460501009849;beer
460501009887;beer
460501011460;beer
460501011484;beer
460501012528;beer
460501012580;beer
460501012856;beer
460501014102;beer
460501014140;beer
460501014317;beer
460501014485;beer
460501015000;beer
460501015307;beer
460501015307;beer
460501015642;beer
460501015833;beer
460501016274;beer
460501016304;beer
460501017073;beer
460501017073;beer
460501017691;beer
460501018971;beer
460501019152;beer
460501019466;beer
460501019954;beer
460501020288;beer
460501021360;beer
460501022176;beer
460501023128;beer
460501023500;beer
460501024538;beer
460501025931;beer
460501026693;beer
460501027164;beer
460501027836;beer
460501027836;beer
460501027935;beer
460501027997;beer
460501028451;beer
460501028451;beer
460501028451;beer
460501029625;beer
460501031642;beer
460501033196;beer
460501036364;beer
460501038054;beer
460501038146;beer
460501038207;beer
460501040064;beer
460501044970;beer
460501045168;beer
460501045236;beer
460501045755;beer
460501048077;beer
460501048411;beer
460501048961;beer
460501049494;beer
460501051671;beer
460501052777;beer
460501053484;beer
460501054498;beer
460501054504;beer
460501056034;beer
460501056034;beer
460501056454;beer
460501057512;beer
460501057598;beer
460501057710;beer
460501058113;beer
460501059523;beer
460501061724;beer
460501062059;beer
460501062585;beer
460501063391;beer
460501063438;beer
460501063438;beer
460501064299;beer
460501064633;beer
460501064633;beer
460501065883;beer
460501066835;beer
460501067276;beer
460501067276;beer
460501067610;beer
460501068020;beer
460501068501;beer
460501069393;beer
460501069775;beer
460501070849;beer
460501072843;beer
460501073079;beer
460501074809;beer
460501075561;beer
460501078456;beer
460501080091;beer
460501081005;beer
460501082576;beer
460501082866;beer
460501084204;beer
460501085201;beer
460501085409;beer
460501087069;beer
460501088189;beer
460501088776;beer
460501090106;beer
460501090168;beer
460501091721;beer
460501092216;beer
460501092292;beer
460501092308;beer
460501092612;beer
460501093121;beer
460501093121;beer
460501093152;beer
460501093411;beer
460501093473;beer
460501093947;beer
460501095590;beer
460501095804;beer
460501096306;beer
460501096337;beer
460501096436;beer
460501096467;beer
460501096672;beer
460501096702;beer
460501096795;beer
460501097716;beer
460501097716;beer
460501097716;beer
460501099598;beer
460501099901;beer
460501101192;beer
460501101550;beer
460501102908;beer
460501102908;beer
460501103677;beer
460508003666;beer
460516038933;beer
460526000241;beer
460526001446;beer
460526001866;beer
460526004751;beer
460526006144;beer
460526006144;beer
460526016549;beer
460526019113;beer
460526019717;beer
460501001362;beer
460501003281;beer
460501003281;beer
460501006480;beer
460501008392;beer
460501012207;beer
460501015413;beer
460501017578;beer
460501017936;beer
460501018971;beer
460501019282;beer
460501020981;beer
460501020981;beer
460501022152;beer
460501027355;beer
460501029878;beer
460501031109;beer
460501038146;beer
460501039815;beer
460501041597;beer
460501042532;beer
460501044215;beer
460501045038;beer
460501049777;beer
460501053774;beer
460501057574;beer
460501058984;beer
460501058984;beer
460501064299;beer
460501064633;beer
460501066880;beer
460501073697;beer
460501086833;beer
460501086833;beer
460501090106;beer
460501091042;beer
460501091981;beer
460501092148;beer
460501096047;beer
460501099673;beer
460501102908;beer
460508014273;beer
460516002323;beer
460518008781;beer
460526009763;beer
460202007588;beer
460202034485;beer
460202039510;beer
460202044712;beer
460501000020;beer
460501002208;beer
460501000020;biscuits
460501000020;biscuits
460501000204;biscuits
460501000853;biscuits
460501000853;biscuits
460501002994;biscuits
460501002994;biscuits
460501004875;biscuits
460501006718;biscuits
460501008149;biscuits
460501010708;biscuits
460501011590;biscuits
460501012603;biscuits
460501013815;biscuits
460501013815;biscuits
460501013891;biscuits
460501016601;biscuits
460501019596;biscuits
460501019596;biscuits
460501022688;biscuits
460501023111;biscuits
460501023111;biscuits
460501025030;biscuits
460501032571;biscuits
460501032571;biscuits
460501034889;biscuits
460501034889;biscuits
460501047254;biscuits
460501047254;biscuits
460501050780;biscuits
460501050834;biscuits
460501054344;biscuits
460501057109;biscuits
460501057130;biscuits
460501059721;biscuits
460501061359;biscuits
460501061847;biscuits
460501061847;biscuits
460501063070;biscuits
460501065579;biscuits
460501065579;biscuits
460501066712;biscuits
460501070023;biscuits
460501077336;biscuits
460501077336;biscuits
460501077336;biscuits
460501078876;biscuits
460501080985;biscuits
460501080985;biscuits
460501085713;biscuits
460501085713;biscuits
460501088707;biscuits
460501089964;biscuits
460501091622;biscuits
460501093176;biscuits
460501093527;biscuits
460501095521;biscuits
460501095521;biscuits
460501095835;biscuits
460501097297;biscuits
460501097624;biscuits
460526014958;biscuits
460202031552;biscuits
460501002024;biscuits
460501003403;biscuits
460501007166;biscuits
460501008552;biscuits
460501008552;biscuits
460501008552;biscuits
460501014058;biscuits
460501014140;biscuits
460501017158;biscuits
460501017158;biscuits
460501018902;biscuits
460501023661;biscuits
460501050155;biscuits
460501050155;biscuits
460501058335;biscuits
460501063049;biscuits
460501064282;biscuits
460501076278;biscuits
460501080367;biscuits
460501080367;biscuits
460501081821;biscuits
460501091004;biscuits
460501097297;biscuits
460501097969;biscuits
460505006592;biscuits
460526006519;biscuits
460501000136;biscuits
460501000303;biscuits
460501000723;biscuits
460501001362;biscuits
460501003052;biscuits
460501005759;biscuits
460501007425;biscuits
460501007913;biscuits
460501011248;biscuits
460501012566;biscuits
460501012566;biscuits
460501012986;biscuits
460501013228;biscuits
460501016557;biscuits
460501016557;biscuits
460501018520;biscuits
460501018520;biscuits
460501026129;biscuits
460501029816;biscuits
460501033554;biscuits
460501033554;biscuits
460501033554;biscuits
460501033554;biscuits
460501038061;biscuits
460501040491;biscuits
